id,vi,cn
300,"Bức thư viết cho chính mình số 300 Bạn nghèo vẫn có người theo bạn, đó chính là hạnh phúc. Bạn ốm có người chính là hạnh phúc. Bạn khóc có người an ủi bạn, đó chính là hạnh phúc. Bạn già rồi vẫn có người bầu bạn cùng, đó chính là hạnh phúc.",写给自己的第300封信 有人跟着你， 这就是幸福； 有人照顾你， 这就是幸福； 你穷， 你病， 有人抱着你， 这就是幸福； 有人安慰你， 你 这就是幸福； 你哭， 你冷， 有人伴着你， 这就是幸福。
301,"Bức thư viết cho chính mình số 301 Cuộc đời sẽ không bao giờ phụ bạn đâu. Những con đường đầy chông gai bạn đi qua, những hàng lệ đã rơi, những giọt mồ hôi đã đổ xuống, tất cả đều sẽ giúp bạn trở thành con người “độc nhất vô nhị” của hiện tại.",写给自己的第301封信 那转错的弯， ，滴下的汗水， 流下的泪水， 全 你的人生不会辜负你的。 都让你成为了独一无二的自己。
302,Bức thư viết cho chính mình số 302 Việc hôm nay có lớn đến đâu đến ngày hôm sau cũng trở thành chuyện nhỏ.,写给自己的第302封信 今年再大的事， 到了明天就是小事； 今天再大的事， 到了明年就是 故事。
303,"Bức thư viết cho chính mình số 303 Bạn phải học cách giữ lại những lời muốn nói cũng như kìm nén những cảm xúc của mình, dùng sự im lặng để biếu đạt tất cả những gì bạn nghĩ. Điều này không có nghĩa bạn đang trở nên lạnh lùng mà là bạn đã học được cảnh giới của nhẫn nhịn.",写给自己的第303封信 你要学着咽下一大段话和所有情绪， 这并 用沉默表达你所有的想法。 而是你学会了忍受 不是你变得冷漠了，
304,"Bức thư viết cho chính mình số 304 Đời người nếu không thế vượt qua được sự kiểm nghiệm của thời gian, vượt xử thế, tất cả đều đòi hỏi bạn phải chịu đựng được. Ông trời để bạn phải đi qua những phong ba bão táp nhưng cũng nhất định cho bạn nhìn thấy cầu vồng tuyệt đẹp sau cơn mưa. ũ",写给自己的第304封信 经不起坎坷磨难挫折的洗礼， 要想有所成就 人生若经不起时间磨炼， 很难。做人处世， 也会让 上苍在让你经历风雨后， 一切都要能承受得起， 你见到彩虹。
305,"Bức thư viết cho chính mình số 305 Trưởng thành là khi bạn không quan tâm tôi, tôi cũng không nhiều lời. Bạn chế giễu tôi, tôi sẽ cười cho qua chuyện. Còn nếu bạn yêu tôi, tôi sẽ yêu bạn nhiều hơn.",写给自己的第305封信 你讽刺我， 我也不会多说; 你不理我， 我就一笑而过; 成熟就是， 你 我便爱你更多。 若爱我，
306,"Bức thư viết cho chính mình số 306 Con đường bạn đang đi không ai có thể quyết định phương hướng thay bạn. Vết _ sẽ hiểu được những ấm áp cũng như sự lạnh lùng của người đời. Đi qua bao nhiêu những thị phi cuộc đời, bạn sẽ học được cách tự chữa lành cho bản thân! Nếu đau khố hãy tự giải phóng mình. Nếu rơi lệ, hãy tự vui vẻ cảm nhận. Thực ra đời người chỉ là một chút cảm nhận, một cuộc trải nghiệm, một lần thấu hiếu hay là một canh bạc mà thôi! Hãy nói với bản ngã kia rằng: Đời người nhất định chỉ có thể dựa vào chính mình bạn nhé!",写给自己的第306封信 脚下的路， 没人替你决定方向； 心中的伤， 没人替你擦去泪光； 经 体会了人情冷暖； 历了流年聚散， 学会了自我疗伤！ 经历了物是人非， 有 自我释放； 其实人生， 欣然品尝， 有泪， 就是一种感受、 一场历练、 人一定要靠自己！ 告诉自己， 一场赌博! 一次懂得、
307,"Bức thư viết cho chính mình số 307 cơm cũng phải cần có người theo cùng, vậy mà giờ lên đại học, sau khi ra ngoài xã hội một mình. Không biết liệu có phải là bản thân đang trở nên mạnh mẽ hay bởi vì đã ý thức được rằng đời người dài như vậy, làm sao có nhiều người đi cùng mình đến từng trạm dừng của cuộc đời được. Thực ra rồi bạn sẽ hiểu phần lớn quãng đường đều là bản thân tự hoàn thành cả.",写给自己的第307封信 明明一直以来都是那种上个厕所或者吃个饭都需要人陪的人， 现在上 一个人拿快递， 出了社会之后竟然也可以一个吃饭，-- 了大学， 一个人上课， 一个人上自习了。 还是意识到了人生这么长， 不知道究竟是自己变勇敢了， 哪有这么多人陪你一站又一站， 其实要走的路大多都需要自己完成。
308,"Bức thư viết cho chính mình số 308 Mỗi người thực sự mạnh mẽ hơn đều đòi hỏi phải trải qua khoảng thời gian không ai giúp đỡ cũng không ai ủng hộ mình. Tất cả mọi việc chỉ có một mình bạn gánh vác và mọi cảm xúc trong lòng cũng chỉ có bạn biết. Chỉ cần bạn nhẫn nhịn chịu đựng vượt qua được, tất cả đều sẽ phải đối khác.",写给自己的第308封信 每个人真正强大起来都要度过一段没人帮忙， 没人支持的日子。 所 所有情绪都只有自己知道。但只要咬牙撑过 有事情都只有自己一个人撑， 一切都不一样了。
309,Bức thư viết cho chính mình số 309 Cần biết rằng ai cũng sẽ có lúc mệt mỏi. Chẳng người nào có thể gánh vác thay tất cả đau thương cho bạn đâu. Đơn giản là ai cũng phải có thời gian tự mình nhận thức và tự mình trưởng thành. shé me néng dí déguò shíguang.,写给自己的第309封信 没人能为你承担所有的伤悲， 要知道每个人都会累， 人总有那么一段 时间要学会自己长大。
310,"Bức thư viết cho chính mình số 310 Cho dù bạn trải qua nỗi đau lớn thế nào cho đến cuối cùng cũng sẽ dần chìm vào quên lãng. Bởi vì thật đơn giản, chẳng có gì có thể thắng nổi sự vô tình của thời gian cả. EỄ›",写给自己的第310封信 到最后都会渐渐遗忘。 不管你经历多痛的事情， 没有什么能敌 因为， 得过时光。
311,"Bức thư viết cho chính mình số 311 trước đó. Trước kia bạn thường nghe những người đi trước bàn luận về những chuyện nhỏ nhặt của những người nào đó. Bạn cứ cho rằng những chuyện bản thân sẽ chẳng bao giờ gặp phải như công việc, yêu đương, kết hôn, sinh con cái, bỗng nhiên một ngày trói buộc, luôn quanh quẩn quanh mình. Bạn chợt nhận ra rằng, à, thì ra đó chính là cuộc sống, chẳng ai có thế thoát ra được nó cả.",写给自己的第311封信 以前常听长辈讨论的那些 每一年都比上一年短。 时间过得越来越快， 远在天边的人情琐事， 以为自己永远遇不上的工作、 生子问 恋爱、 结婚、 突然有一天发现，- 自己已经被它们裹挟着往前走去， 铺天盖地， 然后 发现， 谁都逃不过。 这就是日子，
312,Bức thư viết cho chính mình số 312 Con đường của đời người dù khó hay dễ cũng đều phải đi. Lòng người tốt hay xấu cũng đều tồn tại. Đừng kêu mệt vì chẳng có ai giúp bạn đâu. Đừng kêu khổ bởi cũng chẳng ai thay bạn gánh chịu được. Đừng yếu đuối vì không ai đủ mạnh mẽ thay bạn tự đứng lên được.,写给自己的第312封信 难与易都得走； 冷与暖总会有。 人生的路， 世间的情， 因为 别喊累， 没人替你分担； 因为没人替你品尝； 因为没人替你坚强。 别脆弱， 别言苦，
313,"Bức thư viết cho chính mình số 313 Biếu hiện của sự trưởng thành là khi bạn không còn cãi lại bố mẹ hay học được cách nhượng bộ vì tình bạn. Học được rằng không cần dựa dẫm vào ai cả, cứ là chính mình rồi trở thành chỗ dựa cho người khác. Học được làm sao đế nhìn nhận rõ bản thân, không phải rất tốt nhưng cũng không đến nỗi quá tệ, không quá vênh váo và cũng khỏng phải lúc nào cũng chỉ dám nhìn theo pước chân của người khác. Học được cách giữ hình ảnh người mình yêu trong tận sâu trái tim, âm thầm và không chút khoa trương.",写给自己的第313封信 学会 学会为了维护友谊让步； 学会了不和父母顶嘴， 成熟的标志是， 学会了认清自己， 做好自己， 了不想着依赖别人， 让别人依赖你; 不是很 学会把喜欢的 也不拿眼睛盯别人的脚； 不把头扬的很高， 也不算坏， 人放在心底， 不张扬。 默默的，
314,Bức thư viết cho chính mình số 314 Người yếu đuối mới đi khắp nơi kề lê chuyện bất hạnh của mình. Người mạnh mẽ chỉ âm thầm chiến đấu để dần trở nên kiên cường bất khuất hơn.,写给自己的第314封信 . 坚强的人只会不动声色地逐渐强大 脆弱的人才会四处游说自己的不幸，
315,"Bức thư viết cho chính mình số 315 Người luôn nắm tay bạn thật chặt cũng có thế buông tay bạn. Người luôn cho bạn những lời hứa cũng có thế khiến bạn thất vọng một ngày nào đó. Sau khi trải qua mới phát hiện ra rằng: Thứ bạn thực sự muốn luôn phải do chính bạn giành lấy và chỉ có bản thân mình mới có thể đối xử tệ bạc với mình. Ễ,",写给自己的第315封信 有人紧握你的手就可能会松开， 有人给你承诺也就有失望的时候。 经 你真正想要的东西总归要自己去争取， 只有自己才不会亏待 历后才发现， 自己。
316,"Bức thư viết cho chính mình số 316 Tình yêu không cần phải ai chết vì ai mà cần sự thích nghi. Một người phụ nữ đã quen với tiếng ngáy của người đàn ông, từ việc không thể chịu được đến quen thuộc, rồi đến khi thiếu vắng lại không thế ngủ được. Đây chính là tình yêu. Một người đàn ông đã quen với sự tùy tiện, sự nũng nịu, thậm chí là gây sự vô cớ của người phụ nữa anh ấy, đó cũng chính là tình yêu vậy... Ẩ",写给自己的第316封信 一个女人习惯了一个男人的鼾 爱情不是什么你死我活， 而是习惯。 再到没有他的鼾声就睡不着觉， 一个男 这就是爱; 从不适应到习惯， 甚至无理取闹、 无事生非， 这就是爱； 人习惯了一个女人的任性、 撒娇， 一个人会为了另一个人去写微博、 这就是爱…… 去关注他，
